,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings
31,Is Argiolas Vermentino di Sardegna,Is Argiolas Vermentino di Sardegna 2022,2022,Vermentino di Sardegna,0,Argiolas,18.88,4.0,11216
32,Mar de Viñas Albariño,Mar de Viñas Albariño 2022,2022,Rías Baixas,0,Adegas Gran Vinum,18.88,3.8,806
33,Pinot Grigio,Pinot Grigio 2022,2022,Südtirol - Alto Adige,0,Griesbauerhof,18.88,3.7,55
34,Greco di Renabianca,Greco di Renabianca 2020,2020,Umbrië,0,Terre Margaritelli,18.88,3.9,415
35,Greco di Renabianca,Greco di Renabianca 2019,2019,Umbrië,0,Terre Margaritelli,18.88,3.9,415
36,Albarara Cru Artigianale,Albarara Cru Artigianale 2019,2019,Romagna,0,Tenuta S. Lucia,18.88,4.1,318
37,Blanc,Blanc 2021,2021,De Palts,0,Dr. Bürklin-Wolf,18.88,3.8,282
38,Iselis Bianco,Iselis Bianco 2021,2021,Isola dei Nuraghi,0,Argiolas,18.88,4.1,3533
39,Clos Cancaillaü Le Dernier Carré Jurançon,Clos Cancaillaü Le Dernier Carré Jurançon 2016,2016,Jurançon,0,Lionel Osmin & Cie,18.9,4.0,103
40,Cuvée Georges Côtes du Jura,Cuvée Georges Côtes du Jura 2019,2019,Côtes du Jura,0,Domaine des Ronces,18.9,3.8,133
41,Sauvignon Blanc,Sauvignon Blanc 2021,2021,Walker Bay,0,Bouchard Finlayson,18.9,3.7,1001
42,Côtes de Provence Blanc (Cru Classé),Côtes de Provence Blanc (Cru Classé) 2022,2022,Côtes de Provence,0,Rimauresq,18.9,3.8,267
43,Saint-Véran,Saint-Véran 2022,2022,Saint-Véran,0,Domaine Gonon,18.9,3.7,53
44,Savagnier Côtes du Jura,Savagnier Côtes du Jura 2020,2020,Côtes du Jura,0,Berthet Bondet,18.9,3.7,1035
45,La Poirière Côtes du Jura,La Poirière Côtes du Jura 2019,2019,Côtes du Jura,0,Berthet Bondet,18.9,3.8,462
46,Bruderbach Le Menhir Pinot Gris,Bruderbach Le Menhir Pinot Gris 2019,2019,Elzas,0,Domaine Loew,18.9,3.8,235
47,Gewürztraminer,Gewürztraminer 2021,2021,Elzas,0,Terres d’étoiles,18.9,3.8,129
48,Ostenberg Riesling,Ostenberg Riesling 2019,2019,Elzas,0,Domaine Loew,18.9,4.0,212
49,R de Rieussec,R de Rieussec 2016,2016,Bordeaux,0,Château Rieussec,18.9,3.8,2357
50,Chablis,Chablis 2019,2019,Chablis,0,Domaine des Marronniers,18.95,3.9,1869
51,Singular V Malcorta Verdejo,Singular V Malcorta Verdejo 2022,2022,Rueda,0,Javier Sanz Viticultor,18.95,4.1,1700
52,Triangle Block Semillon,Triangle Block Semillon 2018,2018,Elgin,0,Shannon Vineyards,18.95,4.1,51
53,Follia Bianco,Follia Bianco 2017,2017,Lazio,0,Piana dei Castelli,18.98,4.1,374
54,Langhe Chardonnay,Langhe Chardonnay 2019,2019,Langhe,0,Musso,18.98,3.9,56
55,Alimata Fiano di Avellino,Alimata Fiano di Avellino 2019,2019,Fiano de Avellino,0,Villa Raiano,18.98,3.7,844
56,Gewürztraminer,Gewürztraminer 2018,2018,Elzas,0,Andre Kientzler,18.98,3.7,312
57,Ventidue (22) Fiano di Avellino,Ventidue (22) Fiano di Avellino 2019,2019,Fiano de Avellino,0,Villa Raiano,18.98,3.9,435
58,Malvasia,Malvasia 2021,2021,Friuli-Venezia Giulia,0,Kocjančič Rado,18.98,3.5,157
59,Vitovska,Vitovska 2021,2021,Friuli-Venezia Giulia,0,Kocjančič Rado,18.98,3.6,359
60,Meridiano Chardonnay,Meridiano Chardonnay 2019,2019,Garda,0,Ricchi,18.98,3.9,776
61,Weinviertel,Weinviertel 2022,2022,Weinviertel,0,Schloss Maissau,18.98,3.6,468
62,T Erbaluce di Caluso,T Erbaluce di Caluso 2019,2019,Erbaluce di Caluso,0,Cieck,18.98,3.8,103
63,Viognier,Viognier 2022,2022,Pays d'Oc,0,Château Camplazens,18.98,3.7,318
64,Hermon Mount Hermon White,Hermon Mount Hermon White 2022,2022,Galilee,0,Golan Heights Winery,18.98,3.7,5841
65,Sauvignon Blanc Saxum,Sauvignon Blanc Saxum 2021,2021,Südtirol - Alto Adige,0,Pfitscher,18.98,4.0,1116
66,Bosco Satrano Fiano de Avellino,Bosco Satrano Fiano de Avellino 2019,2019,Fiano de Avellino,0,Villa Raiano,18.98,3.9,81
67,Riesling Alsace,Riesling Alsace 2021,2021,Elzas,0,Andre Kientzler,18.98,3.6,516
68,Bourgogne Chardonnay,Bourgogne Chardonnay 2020,2020,Bourgogne,0,Domaine des Lauriers,18.98,3.9,262
69,Manzoni Bianco,Manzoni Bianco 2018,2018,Trento,0,Vindimian Rudi,18.98,3.6,37
70,Gewürztraminer Stoass,Gewürztraminer Stoass 2022,2022,Südtirol - Alto Adige,0,Pfitscher,18.98,3.9,663
71,Brolettino Lugana,Brolettino Lugana 2021,2021,Lugana,0,Cà dei Frati,18.98,4.1,16876
72,Le Oche Elevato 12 Mesi Sui Propri Lieviti,Le Oche Elevato 12 Mesi Sui Propri Lieviti 2021,2021,Marche,0,Fattoria San Lorenzo,18.99,4.1,2239
73,Eguisheim Riesling,Eguisheim Riesling 2016,2016,Elzas,0,Paul Gaschy,18.996666666666666,4.2,37
74,Cuvée Z  Sylvaner,Cuvée Z  Sylvaner 1998,1998,Elzas,0,Seppi Landmann,19.0,3.7,30
75,Creative Block 2,Creative Block 2 2021,2021,Kuststreek,0,Spier,19.01,3.8,1915
76,Cà da Bosio Gavi,Cà da Bosio Gavi 2021,2021,Gavi,0,Vite Colte,19.01,3.7,639
77,Franciscus Grüner Veltliner,Franciscus Grüner Veltliner 2022,2022,Kremstal,0,Salomon Undhof,19.08,3.7,916
78,Apollo Grillo,Apollo Grillo 2022,2022,Terre Siciliane,0,Fausta Mansio,19.08,3.7,118
79,Bianco Fumo Sauvignon,Bianco Fumo Sauvignon 2016,2016,Veneto,0,Sandro de Bruno,19.08,3.7,122
80,Pinot Gris Alsace Evidence,Pinot Gris Alsace Evidence 2021,2021,Elzas,0,Gustave Lorentz,19.1,3.7,442
81,Muscat,Muscat 2021,2021,Elzas,0,Frederic Mochel,19.1,3.8,73
82,Pinot Grigio Valdadige,Pinot Grigio Valdadige 2021,2021,Valdadige,0,Santa Margherita,19.17,3.9,42611
83,Saint-Véran,Saint-Véran 2021,2021,Saint-Véran,0,Joseph Burrier (Château de Beauregard),19.17,3.8,853
84,Hommage a Luise Riesling,Hommage a Luise Riesling 2020,2020,De Palts,0,Dr. Bürklin-Wolf,19.18,4.1,372
85,Vite Maritata Aspirinio di Aversa,Vite Maritata Aspirinio di Aversa 2022,2022,Aspirinio di Aversa,0,I Borboni,19.18,3.6,472
86,Gewürztraminer Réserve,Gewürztraminer Réserve 2020,2020,Elzas,0,Willm,19.18,3.8,3340
87,Selection Antoine Dürrbach Le Blanc,Selection Antoine Dürrbach Le Blanc 2017,2017,Vin de France,0,Dauvergne Ranvier,19.2,4.0,60
88,Nozze D'Oro,Nozze D'Oro 2018,2018,Contea di Sclafani,0,Tenuta Regaleali,19.2,3.9,2630
89,Les Fleurs du Lac Bordeaux,Les Fleurs du Lac Bordeaux 2019,2019,Bordeaux,0,Château Lagrange,19.2,3.9,625
90,La Lence de Fontbonau Côtes du Rhône,La Lence de Fontbonau Côtes du Rhône 2017,2017,Côtes du Rhône,0,Fontbonau,19.2,3.8,285
91,La Rocca Cortese Piemonte,La Rocca Cortese Piemonte 2018,2018,Piemonte,0,Albino Rocca,19.23,3.8,504
92,Vince Bora,Vince Bora 2018,2018,Badacsony,0,Válibor,19.25,4.1,30
93,Gamlitz Sauvignon Blanc,Gamlitz Sauvignon Blanc 2021,2021,Südsteiermark,0,Lackner Tinnacher,19.25,3.7,576
94,Somló,Somló 2017,2017,Nagy-Somló,0,Barcza Balint,19.25,4.0,95
95,Weissburgunder Ried Eckberg,Weissburgunder Ried Eckberg 2020,2020,Südsteiermark,0,Lackner Tinnacher,19.25,3.8,206
96,Vom Gelben Löss Weisser Burgunder,Vom Gelben Löss Weisser Burgunder 2021,2021,Wagram,0,Josef Ehmoser,19.25,4.0,72
97,Les Bornes Menetou-Salon Blanc,Les Bornes Menetou-Salon Blanc 2021,2021,Menetou-Salon,0,Henry Pellé,19.25,3.8,1874
98,Francesca,Francesca 2021,2021,Piemonte,0,Marina Coppi,19.28,3.7,285
99,Pinot Grigio,Pinot Grigio 2021,2021,Venezia Giulia,0,Schiopetto,19.35,3.7,380
100,Franciscus Grüner Veltliner,Franciscus Grüner Veltliner 2020,2020,Kremstal,0,Salomon Undhof,19.38,3.7,916
101,Muscat d'Alsace Ottonel,Muscat d'Alsace Ottonel 2021,2021,Elzas,0,Domaine Gruss,19.38,4.0,209
102,VRM Memorie di Vite,VRM Memorie di Vite 2020,2020,Sardinië,0,Quartomoro,19.38,3.8,192
103,SMD Memorie di Vite,SMD Memorie di Vite 2020,2020,Sardinië,0,Quartomoro,19.38,3.6,55
104,Marlborough Sauvignon Blanc,Marlborough Sauvignon Blanc 2022,2022,Marlborough,0,Rapaura Springs,19.38,4.2,14217
105,Riesling,Riesling 2020,2020,Südtirol Eisacktaler,0,Villscheider,19.38,4.0,170
106,Intrigoso Portofino Vermentino,Intrigoso Portofino Vermentino 2022,2022,Ligurië,0,Bisson,19.38,4.0,103
107,Collina Zinzèle Cascari,Collina Zinzèle Cascari 2018,2018,Trentino,0,Longariva,19.38,3.9,50
108,Riesling Trocken,Riesling Trocken 2021,2021,Mosel,0,Fritz Haag,19.38,3.8,4295
109,Friulano,Friulano 2018,2018,Friuli Isonzo,0,Tercic,19.38,3.8,187
110,Vieilles Vignes Riesling,Vieilles Vignes Riesling 2022,2022,Elzas,0,Domaine Gruss,19.38,3.8,636
111,Bine Longhe di Costalta,Bine Longhe di Costalta 2020,2020,Soave Classico,0,Tessari,19.38,3.9,360
112,NRG Memorie di Vite,NRG Memorie di Vite 2021,2021,Sardinië,0,Quartomoro,19.4,3.6,87
113,En Prévisy Mâcon-Verzé,En Prévisy Mâcon-Verzé 2017,2017,Mâcon-Verzé,0,Domaine de la Jobeline,19.4,3.9,167
114,La Chatalienne Rully Blanc,La Chatalienne Rully Blanc 2019,2019,Rully,0,Château d'Etroyes,19.4,3.7,94
115,Chardonnay,Chardonnay 2021,2021,Stellenbosch,0,Dalla Cia,19.41,3.8,268
116,Clos de Lolol White,Clos de Lolol White 2015,2015,Colchagua Valley,0,Araucano,19.44,4.0,280
117,Gewürztraminer,Gewürztraminer 2018,2018,Trentino,0,Maso Furli,19.46,4.0,241
118,Colli Tortonesi Bianco,Colli Tortonesi Bianco 2020,2020,Colli Tortonesi,0,Oltretorrente,19.47,3.8,238
119,Gewürztraminer,Gewürztraminer 2022,2022,Südtirol - Alto Adige,0,Petruskellerei,19.48,3.6,78
120,Strahler Pinot Bianco,Strahler Pinot Bianco 2018,2018,Südtirol - Alto Adige,0,Stroblhof,19.48,3.8,680
121,Donna Luigia Malvasia,Donna Luigia Malvasia 2019,2019,Colli Piacentini,0,Torre Fornello,19.48,3.7,320
122,Gewürztraminer Kleinstein,Gewürztraminer Kleinstein 2021,2021,Südtirol - Alto Adige,0,Cantina Bolzano / Kellerei Bozen,19.48,3.9,1025
123,Les Argiles Blanches  Pinot Gris,Les Argiles Blanches  Pinot Gris 2022,2022,Elzas,0,Domaine Gruss,19.48,4.0,313
124,Etza,Etza 2020,2020,Südtirol - Alto Adige,0,Radoar,19.48,3.7,249
125,Bourgogne Aligoté,Bourgogne Aligoté 2021,2021,Bourgogne Aligoté,0,Domaine Fabien Coche (Domaine Coche-Bizouard),19.5,3.8,319
126,Alba de Vetus Albariño,Alba de Vetus Albariño 2021,2021,Rías Baixas,0,Vetus,19.5,4.0,1301
127,Cassis Blanc,Cassis Blanc 2022,2022,cassis,0,Dona Tigana,19.5,3.9,355
128,Laïka Sauvignon Blanc,Laïka Sauvignon Blanc 2021,2021,Het Loiredal,0,Pierre Ménard,19.5,4.0,324
129,Gewurztraminer,Gewurztraminer 2020,2020,Pays d'Oc,0,Domaine de l'Aigle,19.5,3.7,538
130,Arbois Chardonnay,Arbois Chardonnay 2015,2015,Arbois,0,Rolet,19.5,3.9,2189
131,Pouilly Fumé,Pouilly Fumé 2022,2022,Pouilly-Fumé,0,J. de Villebois,19.5,4.1,1693
132,Pouilly Fumé 'Les Deux Cailloux',Pouilly Fumé 'Les Deux Cailloux' 2022,2022,Pouilly-Fumé,0,Domaine Fournier Père et Fils,19.5,3.8,2476
133,Domaine Sainte Barbe Les Tilles Mâcon-Villages,Domaine Sainte Barbe Les Tilles Mâcon-Villages 2021,2021,Mâcon-Villages,0,Chaland Jean-Marie,19.5,3.7,389
134,R de Rieussec,R de Rieussec 2011,2011,Bordeaux,0,Château Rieussec,19.5,3.8,2357
135,Chalasse,Chalasse 2018,2018,Côtes du Jura,0,Domaine des Ronces,19.5,4.0,78
136,La Tour Saint Martin Fumet,La Tour Saint Martin Fumet 2020,2020,Menetou-Salon,0,Domaine Minchin,19.5,3.8,132
137,Bruderbach Clos Marienberg Pinot Gris,Bruderbach Clos Marienberg Pinot Gris 2017,2017,Elzas,0,Domaine Loew,19.5,3.9,39
138,Chardonneret,Chardonneret 2020,2020,Bordeaux,0,Château Peyredon Lagravette,19.5,3.9,51
139,Cadillac,Cadillac 1995,1995,Cadillac,0,Château Manos,19.5,3.8,301
140,Savagnier Côtes du Jura,Savagnier Côtes du Jura 2019,2019,Côtes du Jura,0,Berthet Bondet,19.5,3.7,1035
141,Le Chemin de Marloup Sancerre Blanc,Le Chemin de Marloup Sancerre Blanc 2021,2021,Sancerre,0,Jean-Paul Picard,19.5,4.1,1540
142,Mittelbourg Lieu-Dit Riesling,Mittelbourg Lieu-Dit Riesling 2017,2017,Elzas,0,Domaine Robert Roth,19.5,3.7,89
143,Cuvée Les Terroirs de Daix Bourgogne,Cuvée Les Terroirs de Daix Bourgogne 2018,2018,Bourgogne,0,Domaine Thierry Mortet,19.5,3.8,168
144,Pessac-Léognan Blanc,Pessac-Léognan Blanc 2022,2022,Pessac-Léognan,0,Château Coquillas,19.5,3.7,543
145,L'Orange,L'Orange 2021,2021,Languedoc-Roussillon,0,Domaine de Courbissac,19.5,3.7,444
146,La Réserve d’O Blanc,La Réserve d’O Blanc 2021,2021,Saint-Guilhem-le-Desert,0,Domaine de la Réserve d'O,19.5,4.0,215
147,Bouzéron 'Clos de La Fortune Monopole',Bouzéron 'Clos de La Fortune Monopole' 2020,2020,Bouzéron,0,Domaine Chanzy,19.5,3.7,732
148,Sancerre Blanc,Sancerre Blanc 2022,2022,Sancerre,0,Château de Sancerre,19.5,4.0,5172
149,Oreg Tõkék Bora,Oreg Tõkék Bora 2018,2018,Nagy-Somló,0,Kreinbacher,19.51,4.0,763
150,Derthona Quadro,Derthona Quadro 2020,2020,Piemonte,0,Vigneti Repetto,19.58,3.9,415
151,Lintóri Vermentino di Sardegna,Lintóri Vermentino di Sardegna 2021,2021,Vermentino di Sardegna,0,Capichera,19.58,3.9,1852
152,Bricco delle Ciliegie Arneis Roero,Bricco delle Ciliegie Arneis Roero 2022,2022,Roero,0,Giovanni Almondo,19.58,3.9,3603
153,Malvasia Collio,Malvasia Collio 2020,2020,Collio,0,Pighin,19.58,3.6,119
154,Apelido Branco,Apelido Branco 2020,2020,Alentejo,0,Miguel Louro,19.58,3.7,343
155,Perlì,Perlì 2019,2019,Lombardije,0,Comincioli,19.58,4.0,358
156,Poggio della Costa,Poggio della Costa 2021,2021,Civitella d'Agliano,0,Sergio Mottura,19.58,3.7,1516
157,Castel Beseno Superiore,Castel Beseno Superiore 2022,2022,Trentino,0,Salizzoni,19.58,3.8,138
158,Apelido Branco,Apelido Branco 2021,2021,Alentejo,0,Miguel Louro,19.58,3.7,343
159,Bourgogne Les Coteaux des Moines,Bourgogne Les Coteaux des Moines 2020,2020,Bourgogne,0,Bouchard Père & Fils,19.59,3.6,507
160,Pinot Bianco Riserva,Pinot Bianco Riserva 2021,2021,Trentino,0,Salizzoni,19.6,3.9,34
161,Bourgogne Chardonnay,Bourgogne Chardonnay 2020,2020,Bourgogne,0,Justin Girardin,19.6,3.8,1109
162,Chablis,Chablis 2021,2021,Chablis,0,Felix & Fils,19.6,3.6,291
163,Crozes Hermitage Les Jalets Blanc,Crozes Hermitage Les Jalets Blanc 2022,2022,Crozes-Hermitage,0,Paul Jaboulet Aîné,19.6,3.7,1703
164,Tradition Viré-Clessé,Tradition Viré-Clessé 2021,2021,Viré-Clessé,0,Domaine des Deux Roches,19.6,3.9,331
165,Salinas Vineyard Sauvignon Blanc,Salinas Vineyard Sauvignon Blanc 2020,2020,San Antonio Valley,0,Casas de Bucalemu,19.6,3.9,89
166,Mari di Ripiddu Etna Bianco Superiore,Mari di Ripiddu Etna Bianco Superiore 2020,2020,De Etna,0,Filippo Grasso,19.68,3.7,223
167,Sylvaner Weinbaum,Sylvaner Weinbaum 2021,2021,Elzas,0,Trimbach,19.7,3.8,81
168,La Foretille Viré-Clessé,La Foretille Viré-Clessé 2020,2020,Viré-Clessé,0,Gondard Perrin,19.7,4.2,40
169,Les Duchesses Pouilly-Fumé,Les Duchesses Pouilly-Fumé 2021,2021,Pouilly-Fumé,0,Laporte,19.7,4.0,1787
170,Les Fresnettes Chenin Blanc,Les Fresnettes Chenin Blanc 2019,2019,Saumur-Champigny,0,Château de Targé,19.7,4.1,348
171,Quitte Ou Double,Quitte Ou Double 2021,2021,Pays d'Oc,0,Le Mas de Mon Père,19.7,3.7,102
172,Bucci Verdicchio dei Castelli di Jesi Classico Superiore,Bucci Verdicchio dei Castelli di Jesi Classico Superiore 2020,2020,Verdicchio dei Castelli di Jesi,0,Bucci,19.75,3.8,7568
173,Erdener Riesling Trocken,Erdener Riesling Trocken 2021,2021,Mosel,0,Schmitges,19.75,4.0,40
174,La Charmette Pouilly-Fumé,La Charmette Pouilly-Fumé 2021,2021,Pouilly-Fumé,0,Chauveau,19.75,4.0,1966
175,Bucci Verdicchio dei Castelli di Jesi Classico Superiore,Bucci Verdicchio dei Castelli di Jesi Classico Superiore 2021,2021,Verdicchio dei Castelli di Jesi,0,Bucci,19.76,3.8,7568
176,Grechetto,Grechetto 2021,2021,Umbrië,0,Salviano Titignano,19.78,3.9,61
177,Villányi Tramini Gewürztraminer,Villányi Tramini Gewürztraminer 2019,2019,Villány,0,Hummel,19.78,3.9,73
178,Solosole Vermentino,Solosole Vermentino 2019,2019,Bolgheri,0,Poggio Al Tesoro,19.78,3.9,7982
179,Sauvignon Blanc Saxum,Sauvignon Blanc Saxum 2022,2022,Südtirol - Alto Adige,0,Pfitscher,19.78,4.0,1116
180,Pinot Gris,Pinot Gris 2018,2018,Balatonmeer,0,2HA,19.78,4.0,193
181,Praepositus Grüner Veltliner,Praepositus Grüner Veltliner 2019,2019,Südtirol - Alto Adige,0,Abbazia di Novacella (Stiftskellerei Neustift),19.78,3.9,863
182,GB Charm Riesling,GB Charm Riesling 2019,2019,Rheingau,0,Georg Breuer,19.78,3.8,2369
183,Gewürztraminer 'Les Roches',Gewürztraminer 'Les Roches' 2022,2022,Elzas,0,Domaine Gruss,19.78,4.0,616
184,Elba Bianco,Elba Bianco 2020,2020,Elba,0,Chiesina di Lacona,19.78,3.6,77
185,Praepositus Grüner Veltliner,Praepositus Grüner Veltliner 2015,2015,Südtirol - Alto Adige,0,Abbazia di Novacella (Stiftskellerei Neustift),19.8,3.9,863
186,Or Ange,Or Ange 2017,2017,Vin de France,0,Marc Kreydenweiss,19.8,3.7,349
187,Raone Greco di Tufo,Raone Greco di Tufo 2021,2021,Greco di Tufo,0,Torricino,19.8,3.7,105
188,Petit F,Petit F 2022,2022,Pouilly-Fumé,0,Michel Redde,19.8,3.9,2787
189,Pierres Rousses Vouvray,Pierres Rousses Vouvray 2019,2019,Vouvray,0,Domaine Breton - Catherine & Pierre Breton,19.8,4.0,1101
190,Biancolella Ischia,Biancolella Ischia 2021,2021,Ischia,0,Casa d'Ambra,19.8,3.8,3619
191,Watervale Riesling,Watervale Riesling 2018,2018,Clare Valley,0,Mount Horrocks,19.8,3.8,827
192,Saint-Véran,Saint-Véran 2021,2021,Saint-Véran,0,Domaine de la Croix Senaillet,19.8,3.8,2989
193,PORER Pinot Grigio,PORER Pinot Grigio 2012,2012,Südtirol - Alto Adige,0,Alois Lageder,19.8,3.8,3225
194,Le Curieux Côtes du Jura,Le Curieux Côtes du Jura 2020,2020,Côtes du Jura,0,Jean-Luc Mouillard,19.8,3.7,59
195,Bourgogne Aligoté,Bourgogne Aligoté 2020,2020,Bourgogne Aligoté,0,Domaine Sylvain Morey,19.8,4.0,117
196,Mâcon-Fuissé,Mâcon-Fuissé 2021,2021,Mâcon-Fuissé,0,Château Fuissé,19.8,3.7,183
197,Saint-Véran,Saint-Véran 2020,2020,Saint-Véran,0,Domaine de la Croix Senaillet,19.8,3.8,2989
198,Selida Gewürztraminer,Selida Gewürztraminer 2015,2015,Südtirol - Alto Adige,0,Tramin,19.8,4.0,4929
199,Mouton Blanc de Noir,Mouton Blanc de Noir 2022,2022,Vin de France,0,Mas Lasta,19.8,4.0,99
200,Les Pitchounettes Blanc,Les Pitchounettes Blanc 2022,2022,Crozes-Hermitage,0,Domaine Les 4 Vents,19.85,3.8,134
201,Derthona,Derthona 2020,2020,Colli Tortonesi,0,La Colombera - Piercarlo Semino,19.88,3.8,2204
202,Sauvignon,Sauvignon 2021,2021,Colli Piacentini,0,La Tosa,19.88,3.9,718
203,Kerner,Kerner 2018,2018,Trentino-Zuid-Tirol,0,Taschlerhof,19.88,4.0,814
204,Chardonnay,Chardonnay 2019,2019,Sicilia,0,Feudo Disisa,19.88,3.7,93
205,Ferrata Chardonnay,Ferrata Chardonnay 2018,2018,Breganze,0,Maculan,19.88,3.7,382
206,Gewürztraminer,Gewürztraminer 2018,2018,Elzas,0,Domaine Viticole de la Ville de Colmar,19.88,3.7,602
207,Pilin Gavi,Pilin Gavi 2015,2015,Gavi,0,Castellari Bergaglio,19.88,4.1,358
208,Etna Bianco,Etna Bianco 2019,2019,Sicilia,0,Camporè,19.88,4.0,257
209,Graves Blanc,Graves Blanc 2018,2018,Graves,0,Château Jouvente,19.89666666666667,3.8,373
210,Petit Chablis,Petit Chablis 2022,2022,Petit Chablis,0,Domaine Gueguen,19.9,3.8,333
211,"Laurent Combier ""Cuvée L"" Crozes-Hermitage Blanc","Laurent Combier ""Cuvée L"" Crozes-Hermitage Blanc 2022",2022,Crozes-Hermitage,0,Combier,19.9,3.7,442
212,Vision Dry Selection,Vision Dry Selection 2017,2017,Tokaj,0,Holdvölgy,19.9,4.0,760
213,Fiumeseccu Blanc,Fiumeseccu Blanc 2022,2022,Corsica,0,Domaine d'Alzipratu,19.9,3.8,1028
214,Saint-Véran En Cornillaux,Saint-Véran En Cornillaux 2018,2018,Saint-Véran,0,Domaine Chardigny,19.9,3.9,84
215,Sauvignon Blanc,Sauvignon Blanc 2021,2021,De Palts,0,Oliver Zeter,19.9,4.0,2458
216,Sancerre Blanc,Sancerre Blanc 2021,2021,Sancerre,0,Hubert Brochard,19.9,3.9,1497
217,Beblenheim Gewürztraminer,Beblenheim Gewürztraminer 2021,2021,Elzas,0,Domaine Trapet,19.9,3.9,568
218,Riesling Cuvée Drei Exa,Riesling Cuvée Drei Exa 2022,2022,Elzas,0,Paul Ginglinger,19.9,3.7,526
219,Mamaioa Bianco,Mamaioa Bianco 2020,2020,Isola dei Nuraghi,0,Contini,19.9,3.7,313
220,Bandol Blanc,Bandol Blanc 2019,2019,Bandol,0,La Bastide Blanche,19.9,3.7,726
221,Pais Salvaje Blanco,Pais Salvaje Blanco 2020,2020,Maule Valley,0,J. Bouchon,19.9,3.6,294
